Subject,Passages,Condition,Difficult,Booklet,Sen_num,num_Probs,RT,RT_out,MW,Com_Score,MW_x_Dif
168,1,Easy,0,2,1,7,6346,6346,0,1,0
168,3,Easy,0,2,2,2,6770,6770,1,1,0
168,8,Difficult,1,2,1,3,6774,6774,1,1,1
168,5,Easy,0,2,3,3,6904,6904,0,1,0
168,1,Easy,0,2,1,7,6964,6964,1,1,0
168,4,Difficult,1,2,2,4,7058,7058,0,1,0
168,8,Difficult,1,2,2,3,7116,7116,0,1,0
168,4,Difficult,1,2,2,4,7388,7388,0,1,0
168,6,Difficult,1,2,3,4,7534,7534,0,0,0
168,2,Difficult,1,2,1,2,7695,7695,0,1,0
168,3,Easy,0,2,2,2,7790,7790,1,1,0
168,5,Easy,0,2,2,3,7870,7870,0,1,0
168,4,Difficult,1,2,2,4,7873,7873,0,0,0
168,5,Easy,0,2,3,3,8453,8453,1,1,0
168,2,Difficult,1,2,2,2,8769,8769,1,1,1
168,1,Easy,0,2,1,7,10166,10166,0,0,0
168,6,Difficult,1,2,3,4,13048,13048,0,1,0
168,6,Difficult,1,2,3,4,15139,15139,0,0,0
168,6,Difficult,1,2,4,4,21241,21241,0,1,0
168,7,Easy,0,2,6,2,24682,24682,0,0,0
168,7,Easy,0,2,5,2,28593,28593,1,1,0
168,8,Difficult,1,2,7,3,34274,34274,1,0,1
169,1,Difficult,1,1,1,7,2856,2856,1,1,1
169,1,Difficult,1,1,1,7,3067,3067,0,0,0
169,4,Easy,0,1,2,4,3248,3248,1,1,0
169,4,Easy,0,1,2,4,3447,3447,0,0,0
169,4,Easy,0,1,2,4,4106,4106,0,1,0
169,3,Difficult,1,1,2,4,4263,4263,1,1,1
169,1,Difficult,1,1,1,7,4538,4538,0,0,0
169,5,Difficult,1,1,3,5,5262,5262,1,1,1
169,1,Difficult,1,1,1,7,5363,5363,1,0,1
169,5,Difficult,1,1,2,5,5733,5733,0,1,0
169,8,Easy,0,1,2,4,6014,6014,0,1,0
169,2,Easy,0,1,2,4,6366,6366,1,1,0
169,1,Difficult,1,1,1,7,6575,6575,0,1,0
169,4,Easy,0,1,2,4,6732,6732,1,0,0
169,6,Easy,0,1,3,4,7170,7170,0,0,0
169,6,Easy,0,1,4,4,7642,7642,0,1,0
169,3,Difficult,1,1,2,4,7883,7883,1,1,1
169,2,Easy,0,1,1,4,8544,8544,0,0,0
169,6,Easy,0,1,3,4,8945,8945,0,1,0
169,8,Easy,0,1,1,4,9384,9384,1,1,0
169,1,Difficult,1,1,1,7,10428,10428,1,1,1
169,7,Difficult,1,1,6,4,11144,11144,0,0,0
169,5,Difficult,1,1,3,5,15242,15242,1,1,1
169,8,Easy,0,1,7,4,18806,18806,1,0,0
169,6,Easy,0,1,3,4,22767,22767,0,0,0
169,7,Difficult,1,1,5,4,22967,22967,0,1,0
169,1,Difficult,1,1,1,7,37240,37240,1,1,1
170,5,Easy,0,2,3,3,3616,3616,0,1,0
170,1,Easy,0,2,1,7,3803,3803,0,1,0
170,3,Easy,0,2,2,2,4626,4626,1,1,0
170,6,Difficult,1,2,4,4,4685,4685,0,1,0
170,6,Difficult,1,2,3,4,4845,4845,0,1,0
170,1,Easy,0,2,1,7,5394,5394,0,0,0
170,4,Difficult,1,2,2,4,5798,5798,0,0,0
170,2,Difficult,1,2,2,2,5934,5934,1,1,1
170,1,Easy,0,2,1,7,6092,6092,1,0,0
170,3,Easy,0,2,2,2,6443,6443,1,0,0
170,8,Difficult,1,2,1,3,7162,7162,1,1,1
170,7,Easy,0,2,5,2,7203,7203,0,1,0
170,1,Easy,0,2,1,7,7409,7409,0,1,0
170,4,Difficult,1,2,2,4,7527,7527,0,1,0
170,8,Difficult,1,2,2,3,7536,7536,0,1,0
170,4,Difficult,1,2,2,4,7968,7968,0,0,0
170,2,Difficult,1,2,1,2,11155,11155,0,0,0
170,5,Easy,0,2,2,3,11157,11157,0,0,0
170,7,Easy,0,2,6,2,11347,11347,0,0,0
170,6,Difficult,1,2,3,4,11864,11864,0,0,0
170,1,Easy,0,2,1,7,14230,14230,0,0,0
170,5,Easy,0,2,3,3,15620,15620,0,0,0
170,1,Easy,0,2,1,7,18854,18854,0,0,0
170,4,Difficult,1,2,2,4,18972,18972,0,1,0
170,8,Difficult,1,2,7,3,19016,19016,0,0,0
170,6,Difficult,1,2,3,4,20167,20167,0,0,0
170,1,Easy,0,2,1,7,24569,24569,1,1,0
171,5,Difficult,1,1,2,5,1226,2620,0,1,0
171,2,Easy,0,1,1,4,2210,2620,0,0,0
171,1,Difficult,1,1,1,7,2736,2736,0,1,0
171,3,Difficult,1,1,2,4,2893,2893,1,1,1
171,7,Difficult,1,1,5,4,3476,3476,1,1,1
171,1,Difficult,1,1,1,7,3933,3933,0,1,0
171,1,Difficult,1,1,1,7,4205,4205,1,0,1
171,1,Difficult,1,1,1,7,4227,4227,0,1,0
171,5,Difficult,1,1,3,5,4605,4605,1,0,1
171,4,Easy,0,1,2,4,4727,4727,0,0,0
171,4,Easy,0,1,2,4,5270,5270,1,0,0
171,4,Easy,0,1,2,4,5305,5305,0,1,0
171,4,Easy,0,1,2,4,6859,6859,0,1,0
171,6,Easy,0,1,3,4,7074,7074,0,0,0
171,1,Difficult,1,1,1,7,7403,7403,1,1,1
171,6,Easy,0,1,4,4,8159,8159,1,1,0
171,8,Easy,0,1,1,4,8635,8635,0,0,0
171,3,Difficult,1,1,2,4,10810,10810,1,0,1
171,1,Difficult,1,1,1,7,11047,11047,0,0,0
171,8,Easy,0,1,2,4,11398,11398,0,0,0
171,2,Easy,0,1,2,4,11417,11417,1,1,0
171,6,Easy,0,1,3,4,11601,11601,0,1,0
171,5,Difficult,1,1,3,5,12118,12118,1,0,1
171,6,Easy,0,1,3,4,14046,14046,0,1,0
171,8,Easy,0,1,7,4,14611,14611,0,0,0
171,1,Difficult,1,1,1,7,16112,16112,0,1,0
171,7,Difficult,1,1,6,4,20694,20694,0,0,0
172,7,Easy,0,2,5,2,4076,4076,1,1,0
172,1,Easy,0,2,1,7,5303,5303,1,0,0
172,2,Difficult,1,2,1,2,5731,5731,0,1,0
172,5,Easy,0,2,2,3,6100,6100,0,0,0
172,1,Easy,0,2,1,7,6666,6666,0,1,0
172,6,Difficult,1,2,3,4,6827,6827,0,1,0
172,1,Easy,0,2,1,7,7273,7273,0,0,0
172,1,Easy,0,2,1,7,8436,8436,0,1,0
172,4,Difficult,1,2,2,4,8629,8629,1,1,1
172,3,Easy,0,2,2,2,8850,8850,1,0,0
172,5,Easy,0,2,3,3,9664,9664,1,0,0
172,5,Easy,0,2,3,3,10236,10236,1,1,0
172,7,Easy,0,2,6,2,10502,10502,0,0,0
172,6,Difficult,1,2,3,4,11082,11082,0,1,0
172,1,Easy,0,2,1,7,11680,11680,1,1,0
172,2,Difficult,1,2,2,2,11999,11999,1,1,1
172,3,Easy,0,2,2,2,12610,12610,1,0,0
172,8,Difficult,1,2,1,3,13500,13500,0,0,0
172,8,Difficult,1,2,2,3,13853,13853,0,1,0
172,1,Easy,0,2,1,7,14338,14338,0,1,0
172,4,Difficult,1,2,2,4,15783,15783,0,1,0
172,4,Difficult,1,2,2,4,16377,16377,1,0,1
172,4,Difficult,1,2,2,4,19831,19831,0,1,0
172,6,Difficult,1,2,3,4,20109,20109,0,1,0
172,6,Difficult,1,2,4,4,20276,20276,0,1,0
172,1,Easy,0,2,1,7,27068,27068,0,1,0
172,8,Difficult,1,2,7,3,36426,36426,1,0,1
173,5,Difficult,1,1,2,5,4215,4215,0,1,0
173,1,Difficult,1,1,1,7,4244,4244,0,1,0
173,3,Difficult,1,1,2,4,4414,4414,0,1,0
173,1,Difficult,1,1,1,7,6476,6476,1,1,1
173,1,Difficult,1,1,1,7,6525,6525,0,1,0
173,1,Difficult,1,1,1,7,7401,7401,1,1,1
173,4,Easy,0,1,2,4,8398,8398,0,1,0
173,3,Difficult,1,1,2,4,9112,9112,1,0,1
173,7,Difficult,1,1,5,4,9504,9504,0,1,0
173,8,Easy,0,1,1,4,10159,10159,0,1,0
173,6,Easy,0,1,3,4,10422,10422,0,1,0
173,4,Easy,0,1,2,4,10560,10560,0,1,0
173,5,Difficult,1,1,3,5,10643,10643,0,1,0
173,2,Easy,0,1,1,4,10773,10773,0,1,0
173,7,Difficult,1,1,6,4,10936,10936,0,0,0
173,1,Difficult,1,1,1,7,11456,11456,0,1,0
173,2,Easy,0,1,2,4,11934,11934,1,0,0
173,4,Easy,0,1,2,4,11935,11935,0,0,0
173,8,Easy,0,1,2,4,12064,12064,0,1,0
173,1,Difficult,1,1,1,7,13056,13056,0,0,0
173,6,Easy,0,1,3,4,13582,13582,0,0,0
173,6,Easy,0,1,4,4,13811,13811,0,1,0
173,6,Easy,0,1,3,4,14258,14258,0,1,0
173,1,Difficult,1,1,1,7,19442,19442,0,1,0
173,4,Easy,0,1,2,4,20014,20014,0,0,0
173,5,Difficult,1,1,3,5,21167,21167,0,0,0
173,8,Easy,0,1,7,4,41069,37427,0,0,0
174,5,Easy,0,2,2,3,2854,2854,0,1,0
174,1,Easy,0,2,1,7,3931,3931,0,1,0
174,1,Easy,0,2,1,7,4617,4617,1,1,0
174,1,Easy,0,2,1,7,5409,5409,1,1,0
174,2,Difficult,1,2,2,2,5472,5472,1,1,1
174,4,Difficult,1,2,2,4,5619,5619,1,1,1
174,2,Difficult,1,2,1,2,6543,6543,0,1,0
174,4,Difficult,1,2,2,4,6609,6609,1,1,1
174,6,Difficult,1,2,4,4,6668,6668,1,1,1
174,6,Difficult,1,2,3,4,7157,7157,0,1,0
174,3,Easy,0,2,2,2,7709,7709,1,0,0
174,1,Easy,0,2,1,7,7906,7906,1,0,0
174,8,Difficult,1,2,2,3,8240,8240,0,1,0
174,8,Difficult,1,2,1,3,9486,9486,1,1,1
174,6,Difficult,1,2,3,4,9673,9673,0,0,0
174,7,Easy,0,2,6,2,10096,10096,0,0,0
174,4,Difficult,1,2,2,4,10532,10532,1,0,1
174,5,Easy,0,2,3,3,10934,10934,1,1,0
174,7,Easy,0,2,5,2,11099,11099,1,1,0
174,6,Difficult,1,2,3,4,11707,11707,0,0,0
174,1,Easy,0,2,1,7,13702,13702,0,0,0
174,5,Easy,0,2,3,3,16439,16439,0,1,0
174,1,Easy,0,2,1,7,16877,16877,1,1,0
174,8,Difficult,1,2,7,3,20710,20710,1,0,1
174,3,Easy,0,2,2,2,23554,23554,1,1,0
174,4,Difficult,1,2,2,4,28298,28298,0,1,0
174,1,Easy,0,2,1,7,46943,37427,0,1,0
175,3,Difficult,1,1,2,4,2585,2620,1,1,1
175,1,Difficult,1,1,1,7,2603,2620,0,1,0
175,1,Difficult,1,1,1,7,3959,3959,0,1,0
175,5,Difficult,1,1,2,5,4185,4185,0,1,0
175,2,Easy,0,1,2,4,5098,5098,1,1,0
175,6,Easy,0,1,3,4,5841,5841,0,1,0
175,2,Easy,0,1,1,4,6432,6432,0,1,0
175,4,Easy,0,1,2,4,7010,7010,0,1,0
175,6,Easy,0,1,3,4,7226,7226,0,1,0
175,1,Difficult,1,1,1,7,7933,7933,0,1,0
175,5,Difficult,1,1,3,5,8112,8112,0,1,0
175,7,Difficult,1,1,6,4,8155,8155,1,0,1
175,1,Difficult,1,1,1,7,8158,8158,0,1,0
175,1,Difficult,1,1,1,7,8201,8201,0,1,0
175,4,Easy,0,1,2,4,8288,8288,0,0,0
175,4,Easy,0,1,2,4,8327,8327,1,1,0
175,6,Easy,0,1,3,4,9028,9028,0,0,0
175,8,Easy,0,1,1,4,11032,11032,0,1,0
175,1,Difficult,1,1,1,7,12844,12844,0,1,0
175,3,Difficult,1,1,2,4,14700,14700,1,1,1
175,8,Easy,0,1,2,4,16758,16758,0,0,0
175,7,Difficult,1,1,5,4,17472,17472,1,1,1
175,8,Easy,0,1,7,4,17836,17836,0,0,0
175,5,Difficult,1,1,3,5,18121,18121,1,0,1
175,6,Easy,0,1,4,4,22502,22502,1,1,0
175,4,Easy,0,1,2,4,23895,23895,0,1,0
175,1,Difficult,1,1,1,7,30117,30117,1,1,1
176,3,Easy,0,2,2,2,4344,4344,0,1,0
176,7,Easy,0,2,5,2,4614,4614,0,1,0
176,1,Easy,0,2,1,7,5822,5822,1,1,0
176,4,Difficult,1,2,2,4,6140,6140,0,0,0
176,2,Difficult,1,2,1,2,6183,6183,0,0,0
176,1,Easy,0,2,1,7,6332,6332,1,0,0
176,6,Difficult,1,2,4,4,6492,6492,0,1,0
176,4,Difficult,1,2,2,4,7860,7860,0,0,0
176,3,Easy,0,2,2,2,8015,8015,1,1,0
176,2,Difficult,1,2,2,2,8339,8339,1,0,1
176,4,Difficult,1,2,2,4,8963,8963,0,0,0
176,1,Easy,0,2,1,7,9160,9160,1,1,0
176,5,Easy,0,2,2,3,9361,9361,0,0,0
176,8,Difficult,1,2,1,3,9491,9491,0,1,0
176,1,Easy,0,2,1,7,10659,10659,1,0,0
176,1,Easy,0,2,1,7,10709,10709,1,0,0
176,6,Difficult,1,2,3,4,10980,10980,0,0,0
176,6,Difficult,1,2,3,4,11561,11561,0,0,0
176,6,Difficult,1,2,3,4,12497,12497,0,0,0
176,7,Easy,0,2,6,2,13114,13114,1,0,0
176,8,Difficult,1,2,2,3,13709,13709,0,1,0
176,5,Easy,0,2,3,3,16542,16542,1,1,0
176,1,Easy,0,2,1,7,16837,16837,0,0,0
176,8,Difficult,1,2,7,3,17035,17035,0,0,0
176,1,Easy,0,2,1,7,17044,17044,1,1,0
176,5,Easy,0,2,3,3,17289,17289,1,0,0
176,4,Difficult,1,2,2,4,17670,17670,0,0,0
501,4,Easy,0,1,2,4,3092,3092,0,1,0
501,1,Difficult,1,1,1,7,4463,4463,0,1,0
501,5,Difficult,1,1,3,5,4998,4998,0,1,0
501,2,Easy,0,1,1,4,5798,5798,0,1,0
501,1,Difficult,1,1,1,7,5914,5914,0,1,0
501,3,Difficult,1,1,2,4,5931,5931,0,1,0
501,1,Difficult,1,1,1,7,6662,6662,0,1,0
501,6,Easy,0,1,3,4,7144,7144,0,1,0
501,5,Difficult,1,1,2,5,7253,7253,0,1,0
501,4,Easy,0,1,2,4,7373,7373,0,1,0
501,4,Easy,0,1,2,4,7773,7773,0,1,0
501,3,Difficult,1,1,2,4,8083,8083,0,1,0
501,6,Easy,0,1,3,4,8202,8202,0,1,0
501,6,Easy,0,1,3,4,8616,8616,0,0,0
501,2,Easy,0,1,2,4,8634,8634,0,1,0
501,1,Difficult,1,1,1,7,9294,9294,0,1,0
501,8,Easy,0,1,2,4,10796,10796,0,1,0
501,1,Difficult,1,1,1,7,11801,11801,0,1,0
501,5,Difficult,1,1,3,5,11871,11871,1,1,1
501,1,Difficult,1,1,1,7,12295,12295,0,1,0
501,8,Easy,0,1,1,4,12979,12979,1,1,0
501,4,Easy,0,1,2,4,16191,16191,0,1,0
501,7,Difficult,1,1,6,4,18229,18229,0,0,0
501,6,Easy,0,1,4,4,25308,25308,0,1,0
501,1,Difficult,1,1,1,7,27615,27615,0,0,0
501,7,Difficult,1,1,5,4,40316,37427,0,1,0
501,8,Easy,0,1,7,4,47268,37427,0,0,0
502,2,Difficult,1,2,2,2,5067,5067,1,0,1
502,1,Easy,0,2,1,7,5144,5144,0,0,0
502,1,Easy,0,2,1,7,5349,5349,0,1,0
502,6,Difficult,1,2,4,4,5482,5482,1,1,1
502,1,Easy,0,2,1,7,5583,5583,0,0,0
502,1,Easy,0,2,1,7,5819,5819,0,1,0
502,7,Easy,0,2,6,2,6252,6252,1,0,0
502,4,Difficult,1,2,2,4,6316,6316,0,0,0
502,1,Easy,0,2,1,7,6670,6670,1,0,0
502,4,Difficult,1,2,2,4,7087,7087,0,0,0
502,4,Difficult,1,2,2,4,7371,7371,0,1,0
502,1,Easy,0,2,1,7,7705,7705,1,0,0
502,7,Easy,0,2,5,2,8018,8018,1,1,0
502,4,Difficult,1,2,2,4,8322,8322,0,0,0
502,3,Easy,0,2,2,2,8375,8375,0,1,0
502,6,Difficult,1,2,3,4,9558,9558,0,1,0
502,5,Easy,0,2,3,3,10929,10929,0,1,0
502,5,Easy,0,2,2,3,11036,11036,0,0,0
502,3,Easy,0,2,2,2,11216,11216,0,1,0
502,6,Difficult,1,2,3,4,11416,11416,0,0,0
502,6,Difficult,1,2,3,4,11703,11703,0,0,0
502,2,Difficult,1,2,1,2,11831,11831,0,0,0
502,1,Easy,0,2,1,7,12518,12518,0,1,0
502,8,Difficult,1,2,1,3,12531,12531,0,0,0
502,5,Easy,0,2,3,3,13356,13356,1,0,0
502,8,Difficult,1,2,7,3,13478,13478,0,0,0
502,8,Difficult,1,2,2,3,16959,16959,0,0,0
503,4,Easy,0,1,2,4,3298,3298,1,0,0
503,1,Difficult,1,1,1,7,3434,3434,0,0,0
503,8,Easy,0,1,1,4,3440,3440,0,0,0
503,1,Difficult,1,1,1,7,3455,3455,0,1,0
503,2,Easy,0,1,1,4,3487,3487,1,0,0
503,8,Easy,0,1,2,4,4184,4184,1,0,0
503,5,Difficult,1,1,3,5,4372,4372,0,0,0
503,1,Difficult,1,1,1,7,4650,4650,0,1,0
503,5,Difficult,1,1,3,5,4977,4977,0,0,0
503,6,Easy,0,1,3,4,5666,5666,0,1,0
503,1,Difficult,1,1,1,7,5673,5673,1,0,1
503,1,Difficult,1,1,1,7,5865,5865,0,0,0
503,3,Difficult,1,1,2,4,6250,6250,0,1,0
503,6,Easy,0,1,3,4,6354,6354,1,1,0
503,4,Easy,0,1,2,4,6556,6556,0,1,0
503,4,Easy,0,1,2,4,7234,7234,0,1,0
503,2,Easy,0,1,2,4,7290,7290,1,0,0
503,4,Easy,0,1,2,4,7290,7290,0,1,0
503,6,Easy,0,1,4,4,8332,8332,0,1,0
503,6,Easy,0,1,3,4,8440,8440,0,0,0
503,8,Easy,0,1,7,4,8452,8452,0,0,0
503,1,Difficult,1,1,1,7,8934,8934,0,1,0
503,5,Difficult,1,1,2,5,10221,10221,1,1,1
503,3,Difficult,1,1,2,4,10428,10428,0,0,0
503,1,Difficult,1,1,1,7,12456,12456,0,0,0
503,7,Difficult,1,1,5,4,12567,12567,0,1,0
503,7,Difficult,1,1,6,4,17478,17478,1,1,1
505,4,Easy,0,1,2,4,3077,3077,1,1,0
505,1,Difficult,1,1,1,7,3126,3126,1,0,1
505,2,Easy,0,1,2,4,3278,3278,1,1,0
505,4,Easy,0,1,2,4,3546,3546,1,1,0
505,1,Difficult,1,1,1,7,3626,3626,1,0,1
505,3,Difficult,1,1,2,4,4038,4038,1,1,1
505,6,Easy,0,1,4,4,4140,4140,1,1,0
505,5,Difficult,1,1,2,5,4409,4409,1,1,1
505,4,Easy,0,1,2,4,4856,4856,1,0,0
505,1,Difficult,1,1,1,7,5865,5865,1,1,1
505,6,Easy,0,1,3,4,5988,5988,1,1,0
505,2,Easy,0,1,1,4,6244,6244,0,1,0
505,3,Difficult,1,1,2,4,6780,6780,1,0,1
505,1,Difficult,1,1,1,7,7032,7032,1,1,1
505,1,Difficult,1,1,1,7,7739,7739,1,0,1
505,5,Difficult,1,1,3,5,7745,7745,1,0,1
505,6,Easy,0,1,3,4,8843,8843,1,1,0
505,7,Difficult,1,1,5,4,9040,9040,1,1,1
505,8,Easy,0,1,1,4,9512,9512,1,1,0
505,8,Easy,0,1,2,4,9673,9673,0,0,0
505,8,Easy,0,1,7,4,11312,11312,1,0,0
505,1,Difficult,1,1,1,7,13637,13637,0,1,0
505,1,Difficult,1,1,1,7,15039,15039,0,0,0
505,7,Difficult,1,1,6,4,16179,16179,1,0,1
505,4,Easy,0,1,2,4,16406,16406,1,0,0
505,6,Easy,0,1,3,4,17662,17662,1,0,0
505,5,Difficult,1,1,3,5,24539,24539,1,1,1
510,4,Difficult,1,2,2,4,4018,4018,0,1,0
510,3,Easy,0,2,2,2,4800,4800,1,0,0
510,6,Difficult,1,2,4,4,5028,5028,0,1,0
510,1,Easy,0,2,1,7,5208,5208,0,0,0
510,4,Difficult,1,2,2,4,5211,5211,0,1,0
510,3,Easy,0,2,2,2,5633,5633,0,1,0
510,1,Easy,0,2,1,7,6913,6913,0,1,0
510,8,Difficult,1,2,7,3,7074,7074,0,1,0
510,5,Easy,0,2,3,3,7152,7152,1,1,0
510,1,Easy,0,2,1,7,7209,7209,0,1,0
510,4,Difficult,1,2,2,4,7439,7439,0,0,0
510,5,Easy,0,2,2,3,7666,7666,0,1,0
510,2,Difficult,1,2,2,2,7692,7692,1,1,1
510,4,Difficult,1,2,2,4,8434,8434,0,0,0
510,1,Easy,0,2,1,7,10349,10349,0,0,0
510,6,Difficult,1,2,3,4,10489,10489,0,1,0
510,2,Difficult,1,2,1,2,11983,11983,0,1,0
510,6,Difficult,1,2,3,4,13256,13256,0,1,0
510,8,Difficult,1,2,1,3,13928,13928,0,1,0
510,5,Easy,0,2,3,3,14242,14242,1,1,0
510,1,Easy,0,2,1,7,14509,14509,0,0,0
510,1,Easy,0,2,1,7,15887,15887,0,1,0
510,7,Easy,0,2,5,2,16815,16815,0,0,0
510,7,Easy,0,2,6,2,19557,19557,0,0,0
510,1,Easy,0,2,1,7,20055,20055,0,1,0
510,6,Difficult,1,2,3,4,20123,20123,0,1,0
510,8,Difficult,1,2,2,3,24054,24054,0,0,0
511,1,Difficult,1,1,1,7,2779,2779,0,1,0
511,4,Easy,0,1,2,4,4633,4633,0,0,0
511,4,Easy,0,1,2,4,4854,4854,0,1,0
511,5,Difficult,1,1,2,5,4971,4971,0,0,0
511,6,Easy,0,1,3,4,4984,4984,0,0,0
511,3,Difficult,1,1,2,4,5198,5198,0,1,0
511,1,Difficult,1,1,1,7,5909,5909,0,1,0
511,7,Difficult,1,1,5,4,6159,6159,1,0,1
511,1,Difficult,1,1,1,7,6229,6229,1,1,1
511,6,Easy,0,1,3,4,6323,6323,1,0,0
511,6,Easy,0,1,3,4,6388,6388,0,0,0
511,7,Difficult,1,1,6,4,6438,6438,0,0,0
511,3,Difficult,1,1,2,4,6522,6522,0,1,0
511,1,Difficult,1,1,1,7,6786,6786,0,0,0
511,4,Easy,0,1,2,4,6788,6788,0,0,0
511,2,Easy,0,1,2,4,7117,7117,1,1,0
511,1,Difficult,1,1,1,7,7167,7167,1,1,1
511,8,Easy,0,1,2,4,7524,7524,0,0,0
511,4,Easy,0,1,2,4,7808,7808,0,0,0
511,1,Difficult,1,1,1,7,7952,7952,0,1,0
511,5,Difficult,1,1,3,5,8048,8048,1,1,1
511,8,Easy,0,1,7,4,9482,9482,0,1,0
511,2,Easy,0,1,1,4,9598,9598,0,0,0
511,6,Easy,0,1,4,4,10805,10805,1,0,0
511,5,Difficult,1,1,3,5,10936,10936,1,1,1
511,8,Easy,0,1,1,4,11471,11471,1,0,0
511,1,Difficult,1,1,1,7,18335,18335,1,1,1
512,5,Difficult,1,1,3,5,2177,2620,0,1,0
512,7,Difficult,1,1,6,4,2387,2620,1,0,1
512,1,Difficult,1,1,1,7,4567,4567,0,1,0
512,7,Difficult,1,1,5,4,4582,4582,0,1,0
512,8,Easy,0,1,7,4,4586,4586,0,1,0
512,4,Easy,0,1,2,4,4894,4894,0,0,0
512,1,Difficult,1,1,1,7,5468,5468,0,1,0
512,5,Difficult,1,1,2,5,5468,5468,1,1,1
512,3,Difficult,1,1,2,4,5562,5562,1,1,1
512,1,Difficult,1,1,1,7,5698,5698,0,0,0
512,2,Easy,0,1,1,4,6533,6533,0,1,0
512,3,Difficult,1,1,2,4,6591,6591,0,1,0
512,4,Easy,0,1,2,4,6785,6785,0,0,0
512,4,Easy,0,1,2,4,6785,6785,0,0,0
512,6,Easy,0,1,4,4,6789,6789,0,1,0
512,1,Difficult,1,1,1,7,7340,7340,0,0,0
512,1,Difficult,1,1,1,7,7497,7497,0,1,0
512,8,Easy,0,1,1,4,7788,7788,0,1,0
512,4,Easy,0,1,2,4,7897,7897,0,1,0
512,2,Easy,0,1,2,4,8008,8008,0,1,0
512,6,Easy,0,1,3,4,8700,8700,0,1,0
512,1,Difficult,1,1,1,7,8734,8734,1,0,1
512,5,Difficult,1,1,3,5,9087,9087,1,0,1
512,8,Easy,0,1,2,4,9368,9368,0,1,0
512,1,Difficult,1,1,1,7,9834,9834,0,0,0
512,6,Easy,0,1,3,4,10455,10455,0,1,0
512,6,Easy,0,1,3,4,10644,10644,0,0,0
